transaction_narration,label
Car Loan EMI deducted Rs 4080 Ref:f4f9d6b4,emi
Investment in PPF Rs 22309 Ref:9dc8d1c5,investment
Payment of Rs 49438 at Swiggy Ref:5d2f1ec8,food
Online purchase at Croma Rs 8898 Ref:44b7908a,shopping
Travel booking via SpiceJet amount Rs 1104 Ref:31de0c52,travel
Travel booking via Metro amount Rs 26265 Ref:c6439d50,travel
Online purchase at Myntra Rs 12800 Ref:e92c1cde,shopping
Travel booking via IRCTC amount Rs 1590 Ref:1c37523f,travel
Online purchase at Myntra Rs 19624 Ref:952742e5,shopping
Online purchase at Myntra Rs 25939 Ref:ff834b2c,shopping
Investment in Fixed Deposit Rs 1221 Ref:6d98151a,investment
Online purchase at Reliance Trends Rs 8791 Ref:47191deb,shopping
Home Loan EMI deducted Rs 21204 Ref:4a072e9d,emi
Online purchase at Flipkart Rs 43376 Ref:a9906482,shopping
Personal Loan EMI deducted Rs 9191 Ref:c7637945,emi
Investment in SIP Rs 36768 Ref:d35715bd,investment
Home Loan EMI deducted Rs 48864 Ref:5163a46d,emi
Payment of Rs 45917 at McDonalds Ref:75545389,food
Investment in Fixed Deposit Rs 29600 Ref:2fb638fe,investment
Personal Loan EMI deducted Rs 14956 Ref:a8bd6f94,emi
Investment in Mutual Fund Rs 39588 Ref:a55130f8,investment
Investment in Fixed Deposit Rs 8647 Ref:a7a520ad,investment
Payment of Rs 17223 at Zomato Ref:a702a126,food
Travel booking via Ola amount Rs 41920 Ref:f5b58a98,travel
Investment in Fixed Deposit Rs 46453 Ref:fe924cc8,investment
Investment in Stocks Rs 31608 Ref:004da13a,investment
Payment of Rs 25487 at Restaurant Ref:ee111b19,food
Investment in Mutual Fund Rs 19450 Ref:64f0fe4d,investment
Travel booking via Uber amount Rs 28965 Ref:2e7e2f10,travel
Travel booking via SpiceJet amount Rs 6659 Ref:23ce5295,travel
Investment in NPS Rs 32293 Ref:5b950a51,investment
Travel booking via IndiGo amount Rs 23715 Ref:00b68767,travel
Payment of Rs 43756 at McDonalds Ref:10a848cb,food
Home Loan EMI deducted Rs 9211 Ref:5bd1f63c,emi
Investment in SIP Rs 8156 Ref:28e6cadd,investment
Investment in SIP Rs 16301 Ref:f8cbd207,investment
Payment of Rs 35864 at Swiggy Ref:c8e924e6,food
Travel booking via Ola amount Rs 41633 Ref:55ab0639,travel
Home Loan EMI deducted Rs 14897 Ref:4f82db23,emi
Payment of Rs 46946 at Restaurant Ref:84589a3e,food
Online purchase at Amazon Rs 22973 Ref:da5d9607,shopping
Online purchase at Croma Rs 17481 Ref:3c4d6aff,shopping
Payment of Rs 12649 at McDonalds Ref:d4bc58dc,food
Online purchase at Reliance Trends Rs 37231 Ref:819c4c54,shopping
Personal Loan EMI deducted Rs 29953 Ref:cd537de0,emi
Home Loan EMI deducted Rs 38901 Ref:f068d33f,emi
Travel booking via SpiceJet amount Rs 46674 Ref:67b16e3d,travel
Investment in Fixed Deposit Rs 9721 Ref:1c5c63be,investment
Online purchase at Reliance Trends Rs 15148 Ref:6e5387c9,shopping
Investment in NPS Rs 23046 Ref:8b376644,investment
Investment in Fixed Deposit Rs 32294 Ref:a9ca0d0b,investment
Payment of Rs 37021 at Zomato Ref:2fe0bed6,food
Home Loan EMI deducted Rs 48115 Ref:7bfe57f1,emi
Payment of Rs 25940 at Zomato Ref:5bef0b68,food
Payment of Rs 38173 at Dominos Ref:bfc6fea3,food
Payment of Rs 20461 at Zomato Ref:7ae0dc3b,food
Online purchase at Croma Rs 39142 Ref:d8f5686c,shopping
Travel booking via IndiGo amount Rs 33887 Ref:038fd0c2,travel
Investment in PPF Rs 47170 Ref:e505c449,investment
Investment in SIP Rs 14148 Ref:d392b327,investment
Home Loan EMI deducted Rs 37131 Ref:293dd885,emi
Personal Loan EMI deducted Rs 41360 Ref:ff29a82f,emi
Payment of Rs 30052 at McDonalds Ref:f7757af1,food
Online purchase at Flipkart Rs 13515 Ref:607fe4ae,shopping
Online purchase at Reliance Trends Rs 13435 Ref:31db7ab0,shopping
Investment in NPS Rs 39421 Ref:bc31f9fe,investment
Travel booking via IRCTC amount Rs 23782 Ref:da36ad8e,travel
Investment in Stocks Rs 32399 Ref:936cacfd,investment
Investment in PPF Rs 38480 Ref:247f9771,investment
Online purchase at Amazon Rs 28437 Ref:81640f48,shopping
Online purchase at Flipkart Rs 22473 Ref:334d6999,shopping
Education Loan EMI deducted Rs 30932 Ref:eb8fd9ec,emi
Online purchase at Reliance Trends Rs 10581 Ref:7f34a0c1,shopping
Home Loan EMI deducted Rs 29859 Ref:fa193e5e,emi
Payment of Rs 26845 at Zomato Ref:44121aad,food
Online purchase at Reliance Trends Rs 9161 Ref:e6287f18,shopping
Education Loan EMI deducted Rs 43008 Ref:ead9f931,emi
Investment in Fixed Deposit Rs 45958 Ref:2401f8ae,investment
Payment of Rs 18026 at Zomato Ref:c9486e09,food
Car Loan EMI deducted Rs 29209 Ref:5d44e35e,emi
Online purchase at Reliance Trends Rs 43635 Ref:5d2105e4,shopping
Travel booking via Uber amount Rs 16818 Ref:faee2d3d,travel
Investment in Mutual Fund Rs 27254 Ref:24d2c2f1,investment
Personal Loan EMI deducted Rs 15229 Ref:575b4cb2,emi
Payment of Rs 32386 at Restaurant Ref:341e7042,food
Payment of Rs 14972 at Restaurant Ref:eafc7612,food
Payment of Rs 449 at McDonalds Ref:993fb4f9,food
Online purchase at Myntra Rs 16238 Ref:00abff66,shopping
Online purchase at Reliance Trends Rs 40453 Ref:d8e5f5fc,shopping
Travel booking via Ola amount Rs 17710 Ref:a145b2e8,travel
Home Loan EMI deducted Rs 15899 Ref:947d3cd4,emi
Travel booking via IndiGo amount Rs 7270 Ref:d39d236b,travel
Payment of Rs 22684 at McDonalds Ref:06a3a08b,food
Travel booking via Ola amount Rs 48133 Ref:d7cbdb47,travel
Online purchase at Croma Rs 48907 Ref:213dcf68,shopping
Investment in Fixed Deposit Rs 15421 Ref:8be9f786,investment
Payment of Rs 46596 at Restaurant Ref:a7a9bf30,food
Home Loan EMI deducted Rs 10070 Ref:a7ec8004,emi
Car Loan EMI deducted Rs 26142 Ref:79f5463e,emi
Payment of Rs 9150 at Restaurant Ref:374b66d5,food
Investment in SIP Rs 1697 Ref:ff45a74b,investment
Travel booking via IndiGo amount Rs 34062 Ref:65ded44e,travel
Online purchase at Reliance Trends Rs 19804 Ref:a5f9c45c,shopping
Home Loan EMI deducted Rs 19956 Ref:0208fd32,emi
Investment in PPF Rs 18079 Ref:209db312,investment
Investment in Stocks Rs 33552 Ref:d0f271e4,investment
Education Loan EMI deducted Rs 19944 Ref:7762f5e0,emi
Travel booking via Metro amount Rs 45036 Ref:cf4b7a8b,travel
Online purchase at Myntra Rs 36927 Ref:bc264423,shopping
Personal Loan EMI deducted Rs 18039 Ref:2e57b188,emi
Payment of Rs 1276 at Zomato Ref:67715db8,food
Home Loan EMI deducted Rs 10399 Ref:08844f1a,emi
Payment of Rs 10066 at McDonalds Ref:3ba5546f,food
Travel booking via IndiGo amount Rs 19251 Ref:66fe69cb,travel
Home Loan EMI deducted Rs 35660 Ref:356a4974,emi
Investment in PPF Rs 21344 Ref:906a74c9,investment
Investment in Mutual Fund Rs 5944 Ref:c2fa2323,investment
Investment in PPF Rs 9501 Ref:758097cd,investment
Personal Loan EMI deducted Rs 17644 Ref:d2d6bb3f,emi
Payment of Rs 30927 at Zomato Ref:32979baa,food
Travel booking via SpiceJet amount Rs 45899 Ref:ecbeee1e,travel
Investment in NPS Rs 37204 Ref:93f7b885,investment
Personal Loan EMI deducted Rs 6319 Ref:ba23787b,emi
Travel booking via SpiceJet amount Rs 1216 Ref:aab10ca7,travel
Investment in PPF Rs 17333 Ref:f1e87d96,investment
Travel booking via SpiceJet amount Rs 281 Ref:4cbe43b0,travel
Travel booking via SpiceJet amount Rs 33759 Ref:354bc732,travel
Payment of Rs 21187 at Restaurant Ref:7445e575,food
Payment of Rs 11567 at Dominos Ref:c53ab84a,food
Investment in SIP Rs 34910 Ref:33acd4a5,investment
Travel booking via SpiceJet amount Rs 6876 Ref:c2128cf9,travel
Payment of Rs 16930 at Zomato Ref:657af1cf,food
Personal Loan EMI deducted Rs 6560 Ref:3dfb97af,emi
Education Loan EMI deducted Rs 9005 Ref:97e552c7,emi
Investment in Stocks Rs 19442 Ref:25a95bc3,investment
Travel booking via SpiceJet amount Rs 47871 Ref:bdf5211b,travel
Home Loan EMI deducted Rs 10561 Ref:5cf06e6b,emi
Travel booking via Ola amount Rs 47441 Ref:e1fb11f3,travel
Online purchase at Flipkart Rs 316 Ref:86bb08e6,shopping
Online purchase at Amazon Rs 9029 Ref:2f645c9f,shopping
Payment of Rs 34585 at Zomato Ref:9b4df420,food
Travel booking via Uber amount Rs 36316 Ref:be472db8,travel
Payment of Rs 22805 at Cafe Coffee Day Ref:6c843f64,food
Travel booking via Uber amount Rs 14457 Ref:f610731b,travel
Home Loan EMI deducted Rs 21009 Ref:4ef2f702,emi
Travel booking via SpiceJet amount Rs 4122 Ref:42a9ac3e,travel
Car Loan EMI deducted Rs 24308 Ref:2a2145a4,emi
Online purchase at Reliance Trends Rs 22843 Ref:5b2d9411,shopping
Payment of Rs 44253 at Restaurant Ref:1eeea6d6,food
Investment in Stocks Rs 33860 Ref:8bd19d02,investment
Payment of Rs 48829 at Restaurant Ref:d3c8b146,food
Home Loan EMI deducted Rs 33230 Ref:255ac5b9,emi
Investment in Mutual Fund Rs 12968 Ref:73339cd5,investment
Investment in Stocks Rs 1120 Ref:53221900,investment
Travel booking via Metro amount Rs 27178 Ref:83dd8505,travel
Online purchase at DMart Rs 21066 Ref:2ab5ef5e,shopping
Personal Loan EMI deducted Rs 9333 Ref:5812773c,emi
Personal Loan EMI deducted Rs 46064 Ref:f63e279e,emi
Payment of Rs 3763 at Zomato Ref:7a7082f0,food
Online purchase at Flipkart Rs 16465 Ref:33b2695b,shopping
Investment in PPF Rs 13127 Ref:b56f9069,investment
Investment in NPS Rs 27910 Ref:307bd711,investment
Investment in Mutual Fund Rs 45064 Ref:71e551c4,investment
Travel booking via Uber amount Rs 32833 Ref:c96a0058,travel
Investment in PPF Rs 20992 Ref:39917c80,investment
Travel booking via IRCTC amount Rs 15247 Ref:03ace079,travel
Personal Loan EMI deducted Rs 30920 Ref:e793e6f2,emi
Travel booking via SpiceJet amount Rs 8942 Ref:68803d15,travel
Investment in SIP Rs 9926 Ref:264e1e85,investment
Investment in NPS Rs 31598 Ref:4d94092e,investment
Online purchase at DMart Rs 23733 Ref:955fc0af,shopping
Online purchase at Reliance Trends Rs 2073 Ref:c55fc26a,shopping
Payment of Rs 20756 at McDonalds Ref:ced3fa48,food
Payment of Rs 17552 at Cafe Coffee Day Ref:690c10d3,food
Travel booking via Uber amount Rs 27006 Ref:6005f93f,travel
Online purchase at Reliance Trends Rs 37892 Ref:ef194164,shopping
Payment of Rs 20148 at Dominos Ref:9d5dd6a4,food
Travel booking via Ola amount Rs 9888 Ref:fc61373d,travel
Travel booking via IndiGo amount Rs 14566 Ref:69e62e14,travel
Online purchase at Amazon Rs 37337 Ref:e342c4fc,shopping
Education Loan EMI deducted Rs 23426 Ref:41595e7f,emi
Investment in Fixed Deposit Rs 1233 Ref:d7281461,investment
Home Loan EMI deducted Rs 36222 Ref:c128911e,emi
Investment in Stocks Rs 22346 Ref:10e8aa0d,investment
Investment in PPF Rs 10163 Ref:432c4100,investment
Travel booking via Metro amount Rs 7810 Ref:d7a496bb,travel
Online purchase at Croma Rs 17741 Ref:1a7e0223,shopping
Online purchase at Croma Rs 26633 Ref:a496e25c,shopping
Travel booking via Uber amount Rs 3350 Ref:8725a0ff,travel
Education Loan EMI deducted Rs 8696 Ref:b19aa112,emi
Investment in PPF Rs 33169 Ref:059ace7e,investment
Investment in Stocks Rs 14840 Ref:58587101,investment
Payment of Rs 186 at Cafe Coffee Day Ref:60cd629d,food
Investment in PPF Rs 2772 Ref:0b6868de,investment
Investment in Mutual Fund Rs 47977 Ref:ad0b4d8f,investment
Online purchase at Flipkart Rs 35257 Ref:6acacb38,shopping
Investment in SIP Rs 47713 Ref:bb1b5f00,investment
Payment of Rs 13637 at Dominos Ref:22695647,food
Travel booking via IRCTC amount Rs 47942 Ref:5322fcaf,travel
Personal Loan EMI deducted Rs 45309 Ref:205fba0f,emi
Investment in PPF Rs 1277 Ref:8eb394ac,investment
Online purchase at Amazon Rs 47753 Ref:e594b035,shopping
Travel booking via IRCTC amount Rs 5117 Ref:64557c57,travel
Online purchase at Reliance Trends Rs 35894 Ref:d5e2b08b,shopping
Online purchase at Flipkart Rs 16173 Ref:8188ce17,shopping
Travel booking via SpiceJet amount Rs 45786 Ref:f43d5278,travel
Payment of Rs 43918 at Restaurant Ref:0a93d374,food
Payment of Rs 22891 at Dominos Ref:5852a348,food
Online purchase at Reliance Trends Rs 43462 Ref:c250d078,shopping
Online purchase at Flipkart Rs 47408 Ref:9ac7b7db,shopping
Investment in SIP Rs 396 Ref:197b0aeb,investment
Payment of Rs 3994 at Restaurant Ref:c6a9bc23,food
Investment in SIP Rs 31585 Ref:47ce9442,investment
Online purchase at DMart Rs 43319 Ref:a27b8306,shopping
Online purchase at Reliance Trends Rs 2680 Ref:b17c65a5,shopping
Education Loan EMI deducted Rs 40245 Ref:3a8e5b2a,emi
Investment in Stocks Rs 28619 Ref:ab983b7a,investment
Online purchase at DMart Rs 35536 Ref:2655dfb0,shopping
Investment in NPS Rs 34319 Ref:466f9642,investment
Car Loan EMI deducted Rs 40869 Ref:b24bc9f1,emi
Personal Loan EMI deducted Rs 14373 Ref:b18d0240,emi
Payment of Rs 35844 at McDonalds Ref:1a198a33,food
Online purchase at Amazon Rs 35806 Ref:9fc19d96,shopping
Payment of Rs 22633 at Dominos Ref:e6a37500,food
Online purchase at Myntra Rs 41510 Ref:d8d12abf,shopping
Payment of Rs 2303 at McDonalds Ref:1d559813,food
Home Loan EMI deducted Rs 39508 Ref:6363e1a4,emi
Payment of Rs 47696 at Cafe Coffee Day Ref:139471e5,food
Payment of Rs 26384 at Cafe Coffee Day Ref:b747f497,food
Investment in Stocks Rs 32475 Ref:072e1aa8,investment
Personal Loan EMI deducted Rs 6408 Ref:a711eff4,emi
Travel booking via IndiGo amount Rs 28259 Ref:d2e53245,travel
Investment in Stocks Rs 16507 Ref:789144ec,investment
Travel booking via IRCTC amount Rs 20912 Ref:a8bac454,travel
Online purchase at Amazon Rs 7227 Ref:3c565b2f,shopping
Education Loan EMI deducted Rs 49128 Ref:8687832e,emi
Online purchase at Flipkart Rs 2145 Ref:71db758e,shopping
Travel booking via Ola amount Rs 15751 Ref:e819cd65,travel
Payment of Rs 14934 at Cafe Coffee Day Ref:33d56647,food
Online purchase at Croma Rs 24778 Ref:7ddfa722,shopping
Travel booking via IndiGo amount Rs 1909 Ref:24b3b79e,travel
Travel booking via Uber amount Rs 43337 Ref:ad5f5f33,travel
Online purchase at Myntra Rs 3007 Ref:35438633,shopping
Online purchase at Flipkart Rs 24146 Ref:ad74c535,shopping
Car Loan EMI deducted Rs 11755 Ref:e77ec244,emi
Online purchase at Croma Rs 43322 Ref:7362442c,shopping
Payment of Rs 11355 at Cafe Coffee Day Ref:be65f06c,food
Online purchase at Croma Rs 43993 Ref:2acca5de,shopping
Payment of Rs 39966 at Swiggy Ref:ef016fa0,food
Travel booking via IRCTC amount Rs 6181 Ref:179b170f,travel
Travel booking via Ola amount Rs 41560 Ref:6f5fb0d9,travel
Online purchase at Amazon Rs 49904 Ref:61bbd5c6,shopping
Investment in Stocks Rs 18479 Ref:bb2df186,investment
Payment of Rs 24543 at Cafe Coffee Day Ref:70f0f414,food
Investment in SIP Rs 20793 Ref:0d1162c7,investment
Online purchase at Reliance Trends Rs 12863 Ref:e2d3c801,shopping
Payment of Rs 903 at Swiggy Ref:5dfa0cb4,food
Online purchase at Croma Rs 18479 Ref:c2a3cf65,shopping
Travel booking via Metro amount Rs 11820 Ref:7dde4c4d,travel
Online purchase at Flipkart Rs 43121 Ref:a01f3a79,shopping
Car Loan EMI deducted Rs 8374 Ref:1ca69421,emi
Investment in Stocks Rs 36910 Ref:908dc07c,investment
Investment in SIP Rs 32148 Ref:d1255c08,investment
Payment of Rs 15978 at Cafe Coffee Day Ref:61e30af9,food
Travel booking via IRCTC amount Rs 22976 Ref:c39c5afe,travel
Education Loan EMI deducted Rs 46245 Ref:cbe52dd5,emi
Online purchase at Amazon Rs 27596 Ref:1ddbcc16,shopping
Online purchase at Croma Rs 26173 Ref:0630f5ad,shopping
Payment of Rs 44401 at Cafe Coffee Day Ref:2c4822bd,food
Investment in SIP Rs 1689 Ref:ccccab4e,investment
Personal Loan EMI deducted Rs 23147 Ref:d40a1597,emi
Car Loan EMI deducted Rs 3176 Ref:19cc50ae,emi
Travel booking via Uber amount Rs 410 Ref:ba1766c3,travel
Home Loan EMI deducted Rs 29745 Ref:6c8505fc,emi
Travel booking via SpiceJet amount Rs 2965 Ref:c06b5b36,travel
Investment in PPF Rs 43109 Ref:d74caacd,investment
Online purchase at DMart Rs 33361 Ref:d848788f,shopping
Investment in Stocks Rs 20300 Ref:ad61174f,investment
Travel booking via SpiceJet amount Rs 19766 Ref:4f02a478,travel
Travel booking via Metro amount Rs 23976 Ref:678413ec,travel
Online purchase at Reliance Trends Rs 28137 Ref:9a5701f2,shopping
Travel booking via IndiGo amount Rs 34561 Ref:16e3c62c,travel
Travel booking via Uber amount Rs 28273 Ref:3b9423e3,travel
Investment in Mutual Fund Rs 8104 Ref:0a15db57,investment
Education Loan EMI deducted Rs 36748 Ref:ea7a7505,emi
Investment in Mutual Fund Rs 44861 Ref:cb8b36fe,investment
Education Loan EMI deducted Rs 5397 Ref:a2fd6a5a,emi
Payment of Rs 32617 at McDonalds Ref:fe4598f0,food
Payment of Rs 15837 at Zomato Ref:80b4f914,food
Investment in SIP Rs 12984 Ref:3943ed5d,investment
Home Loan EMI deducted Rs 7320 Ref:d057d285,emi
Online purchase at DMart Rs 16081 Ref:798d1a82,shopping
Travel booking via Metro amount Rs 11945 Ref:40cac213,travel
Online purchase at Amazon Rs 42284 Ref:2d2b8dd6,shopping
Payment of Rs 29564 at Dominos Ref:5328d57c,food
Online purchase at DMart Rs 48669 Ref:a6771467,shopping
Online purchase at Flipkart Rs 7657 Ref:4d4d9abc,shopping
Payment of Rs 6066 at Swiggy Ref:00646e19,food
Payment of Rs 12558 at Cafe Coffee Day Ref:ae071625,food
Online purchase at DMart Rs 9407 Ref:2c2c3b73,shopping
Online purchase at Amazon Rs 14726 Ref:75c02948,shopping
Payment of Rs 6313 at McDonalds Ref:ed1665dd,food
Car Loan EMI deducted Rs 20143 Ref:55537f7c,emi
Online purchase at DMart Rs 2366 Ref:c2671270,shopping
Personal Loan EMI deducted Rs 10277 Ref:1f3ae681,emi
Payment of Rs 6957 at Swiggy Ref:363ad4d7,food
Home Loan EMI deducted Rs 43189 Ref:a5af54a6,emi
Travel booking via IndiGo amount Rs 5989 Ref:778bd96a,travel
Investment in Mutual Fund Rs 845 Ref:62aaa81d,investment
Travel booking via Ola amount Rs 49617 Ref:9ecae900,travel
Personal Loan EMI deducted Rs 33305 Ref:2146b9a9,emi
Online purchase at Croma Rs 2391 Ref:79d9452b,shopping
Home Loan EMI deducted Rs 35292 Ref:fd4a4e0a,emi
Personal Loan EMI deducted Rs 26569 Ref:44200835,emi
Investment in SIP Rs 20831 Ref:ebdd932a,investment
Online purchase at Flipkart Rs 17753 Ref:ab6470ae,shopping
Online purchase at DMart Rs 9292 Ref:4911e711,shopping
Online purchase at DMart Rs 37597 Ref:764898c2,shopping
Online purchase at Amazon Rs 8064 Ref:edfc934d,shopping
Personal Loan EMI deducted Rs 11618 Ref:62af1f3b,emi
Online purchase at Myntra Rs 21568 Ref:8b93df28,shopping
Travel booking via Uber amount Rs 4979 Ref:404f2229,travel
Travel booking via Uber amount Rs 47248 Ref:51cb52b0,travel
Online purchase at Flipkart Rs 32640 Ref:a3dd9cab,shopping
Personal Loan EMI deducted Rs 20701 Ref:7876ab46,emi
Home Loan EMI deducted Rs 44542 Ref:1bb9f764,emi
Travel booking via Uber amount Rs 11497 Ref:0213346c,travel
Investment in SIP Rs 5201 Ref:af370a28,investment
Payment of Rs 37843 at Cafe Coffee Day Ref:c9b75c4c,food
Education Loan EMI deducted Rs 47725 Ref:e390f236,emi
Personal Loan EMI deducted Rs 1785 Ref:9dd319ad,emi
Payment of Rs 36558 at Dominos Ref:e10ccbab,food
Investment in PPF Rs 33154 Ref:2b8f4575,investment
Personal Loan EMI deducted Rs 33912 Ref:524a0258,emi
Investment in Fixed Deposit Rs 23994 Ref:9d0f78ec,investment
Travel booking via Ola amount Rs 46492 Ref:d868f236,travel
Personal Loan EMI deducted Rs 15910 Ref:58008240,emi
Investment in Mutual Fund Rs 11985 Ref:0a56539d,investment
Payment of Rs 14334 at McDonalds Ref:5830be39,food
Investment in Mutual Fund Rs 1135 Ref:677d1b09,investment
Payment of Rs 11293 at Cafe Coffee Day Ref:3db993d9,food
Payment of Rs 6747 at Swiggy Ref:6b149f94,food
Investment in PPF Rs 12920 Ref:e5c2cf71,investment
Online purchase at Amazon Rs 43384 Ref:d5213733,shopping
Investment in Stocks Rs 7973 Ref:a2d0b6b2,investment
Online purchase at Flipkart Rs 47019 Ref:4701b306,shopping
Car Loan EMI deducted Rs 27535 Ref:f9042850,emi
Travel booking via SpiceJet amount Rs 15794 Ref:4feba7ba,travel
Travel booking via Metro amount Rs 45208 Ref:e3f519ea,travel
Payment of Rs 23354 at Zomato Ref:77fa7d95,food
Investment in Stocks Rs 10201 Ref:f4985243,investment
Online purchase at Amazon Rs 48232 Ref:a2567f05,shopping
Personal Loan EMI deducted Rs 1757 Ref:c05cd7bd,emi
Payment of Rs 37135 at Dominos Ref:748663f2,food
Travel booking via SpiceJet amount Rs 43143 Ref:854fdab7,travel
Online purchase at Myntra Rs 11822 Ref:d4734c6b,shopping
Payment of Rs 44589 at McDonalds Ref:3490a50f,food
Payment of Rs 47099 at Cafe Coffee Day Ref:5267a3d0,food
Travel booking via SpiceJet amount Rs 10274 Ref:c80fa7ac,travel
Investment in SIP Rs 10550 Ref:435d0c7c,investment
Travel booking via Ola amount Rs 16517 Ref:6473a51b,travel
Travel booking via Metro amount Rs 39032 Ref:28f5fe68,travel
Travel booking via IRCTC amount Rs 14909 Ref:1529b2e6,travel
Payment of Rs 8146 at Swiggy Ref:fcef8160,food
Online purchase at Reliance Trends Rs 48007 Ref:c1579374,shopping
Investment in SIP Rs 1635 Ref:9aa883e4,investment
Investment in Mutual Fund Rs 23997 Ref:feab08df,investment
Online purchase at Amazon Rs 31746 Ref:af3faf52,shopping
Online purchase at Croma Rs 29082 Ref:804c2768,shopping
Travel booking via Ola amount Rs 24313 Ref:4cf9a372,travel
Online purchase at DMart Rs 34468 Ref:ddfa0745,shopping
Investment in NPS Rs 32189 Ref:631e04fc,investment
Payment of Rs 14103 at Cafe Coffee Day Ref:88ded4c5,food
Investment in Stocks Rs 11269 Ref:594af8f8,investment
Online purchase at Flipkart Rs 5387 Ref:ade4db41,shopping
Investment in NPS Rs 38489 Ref:64baf4f3,investment
Online purchase at Flipkart Rs 24236 Ref:5db7ac2e,shopping
Online purchase at Myntra Rs 30539 Ref:c8e86c25,shopping
Investment in Stocks Rs 40662 Ref:00f555f8,investment
Car Loan EMI deducted Rs 43086 Ref:1895b509,emi
Investment in NPS Rs 33814 Ref:117846b5,investment
Online purchase at Flipkart Rs 7198 Ref:cc85dd99,shopping
Education Loan EMI deducted Rs 14916 Ref:e7457c3a,emi
Investment in SIP Rs 34312 Ref:eca78afd,investment
Online purchase at Croma Rs 34188 Ref:2e78770b,shopping
Payment of Rs 45408 at Cafe Coffee Day Ref:6b33e0b1,food
Payment of Rs 39674 at Cafe Coffee Day Ref:9d0820e6,food
Travel booking via Ola amount Rs 43582 Ref:c92fda11,travel
Investment in Fixed Deposit Rs 17040 Ref:09647d05,investment
Investment in Mutual Fund Rs 36911 Ref:d73ee967,investment
Education Loan EMI deducted Rs 22727 Ref:fb600a3e,emi
Car Loan EMI deducted Rs 2488 Ref:0d2c022a,emi
Investment in Stocks Rs 38858 Ref:f34ed3c7,investment
Personal Loan EMI deducted Rs 5177 Ref:af5f4d18,emi
Online purchase at Flipkart Rs 25247 Ref:51e54867,shopping
Payment of Rs 7187 at Swiggy Ref:611cb7cb,food
Personal Loan EMI deducted Rs 21531 Ref:19d8f77c,emi
Payment of Rs 38067 at McDonalds Ref:57c433c2,food
Travel booking via IndiGo amount Rs 20343 Ref:545f06a7,travel
Travel booking via Metro amount Rs 43858 Ref:107c6a65,travel
Home Loan EMI deducted Rs 49122 Ref:21a11b25,emi
Travel booking via Metro amount Rs 23379 Ref:e654a5e1,travel
Online purchase at Myntra Rs 47558 Ref:558502d7,shopping
Car Loan EMI deducted Rs 11466 Ref:428ed8c9,emi
Travel booking via SpiceJet amount Rs 46433 Ref:62f2b6e9,travel
Online purchase at Amazon Rs 5368 Ref:8a15d7cc,shopping
Home Loan EMI deducted Rs 49942 Ref:7d8e2086,emi
Personal Loan EMI deducted Rs 22278 Ref:902e902a,emi
Payment of Rs 45360 at Restaurant Ref:aed71590,food
Education Loan EMI deducted Rs 8710 Ref:4a424d17,emi
Online purchase at Croma Rs 10353 Ref:c978416b,shopping
Payment of Rs 45310 at Zomato Ref:462cca6b,food
Online purchase at Amazon Rs 14117 Ref:a5151634,shopping
Payment of Rs 22850 at Cafe Coffee Day Ref:22743e5c,food
Payment of Rs 38127 at Dominos Ref:8b5063f6,food
Investment in Fixed Deposit Rs 4826 Ref:354d0a48,investment
Payment of Rs 45279 at Restaurant Ref:c98bec0f,food
Payment of Rs 7449 at Swiggy Ref:c665e2c1,food
Payment of Rs 37048 at Zomato Ref:6bb13632,food
Payment of Rs 27030 at Zomato Ref:1ac9c402,food
Payment of Rs 47306 at Restaurant Ref:bb3034a5,food
Online purchase at Amazon Rs 44447 Ref:611120a7,shopping
Travel booking via Metro amount Rs 36187 Ref:f2f2ee43,travel
Payment of Rs 41122 at McDonalds Ref:fee11990,food
Investment in SIP Rs 14258 Ref:d11ababc,investment
Payment of Rs 17158 at Swiggy Ref:d1a694c6,food
Travel booking via IndiGo amount Rs 35215 Ref:de2a24b9,travel
Online purchase at Reliance Trends Rs 38836 Ref:61a1d310,shopping
Home Loan EMI deducted Rs 32394 Ref:8db0cd65,emi
Personal Loan EMI deducted Rs 30161 Ref:8581a14c,emi
Travel booking via IndiGo amount Rs 1410 Ref:b9c9e076,travel
Investment in Stocks Rs 36664 Ref:dc067be9,investment
Home Loan EMI deducted Rs 34639 Ref:5f419ab8,emi
Travel booking via Uber amount Rs 11917 Ref:49b7d31c,travel
Home Loan EMI deducted Rs 4774 Ref:1831eeed,emi
Online purchase at Flipkart Rs 18466 Ref:5aeb0ecf,shopping
Investment in PPF Rs 36688 Ref:af1488ed,investment
Online purchase at Croma Rs 19040 Ref:cf5d092d,shopping
Online purchase at DMart Rs 31558 Ref:e95aa254,shopping
Personal Loan EMI deducted Rs 47356 Ref:663d49df,emi
Investment in SIP Rs 41198 Ref:6a054f18,investment
Payment of Rs 14790 at Dominos Ref:f370d4da,food
Online purchase at DMart Rs 42643 Ref:e5c39445,shopping
Online purchase at DMart Rs 31043 Ref:4202f890,shopping
Car Loan EMI deducted Rs 45916 Ref:8792b9a3,emi
Travel booking via IRCTC amount Rs 7788 Ref:fb651bf3,travel
Investment in NPS Rs 30541 Ref:8cbd0ba0,investment
Education Loan EMI deducted Rs 42480 Ref:a7d75c8f,emi
Travel booking via Metro amount Rs 1855 Ref:89bdc8bc,travel
Payment of Rs 37295 at Cafe Coffee Day Ref:3e7801b1,food
